"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","branch.4fv7","randomiser.vjic","Spreadsheet","Current.Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"1",1707991662569,"15/02/2024 10:07:42",1707991662569,0,"15/02/2024 10:07:42",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF41593"
"2",1707991682253,"15/02/2024 10:08:02",1707991682253,0,"15/02/2024 10:08:02",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",20520.1999999997,20512.2,20520.1999999997,20520.1999999997,20512.2,20520.1999999997,1,20520.1999999997,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF41593"
"3",1707991682255,"15/02/2024 10:08:02",1707991682255,0,"15/02/2024 10:08:02",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",7111.7,20512.2,20522.8999999999,7111.7,20512.2,20522.8999999999,1,7111.7,13411.1999999999,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF41593"
"4",1707991682255,"15/02/2024 10:08:02",1707991682255,0,"15/02/2024 10:08:02",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",15053.2,20512.2,20523.3999999999,15053.2,20512.2,20523.3999999999,1,15053.2,5470.19999999991,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF41593"
"5",1707991682256,"15/02/2024 10:08:02",1707991682256,0,"15/02/2024 10:08:02",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","1",20071.7,20512.2,20523.7999999998,20071.7,20512.2,20523.7999999998,1,20071.7,452.099999999813,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF41593"
"6",1707991700127,"15/02/2024 10:08:20",1707991700127,0,"15/02/2024 10:08:20",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",17882.8,17871.7,17882.8,17882.8,17871.7,17882.8,1,17882.8,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF41593"
"7",1707991700130,"15/02/2024 10:08:20",1707991700130,0,"15/02/2024 10:08:20",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",8448.7,17871.7,17884.9,8448.7,17871.7,17884.9,1,8448.7,9436.2,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF41593"
"8",1707991700131,"15/02/2024 10:08:20",1707991700131,0,"15/02/2024 10:08:20",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",9903.5,17871.7,17884.9,9903.5,17871.7,17884.9,1,9903.5,7981.4,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF41593"
"9",1707991700131,"15/02/2024 10:08:20",1707991700131,0,"15/02/2024 10:08:20",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","4",17191.1,17871.7,17884.9,17191.1,17871.7,17884.9,1,17191.1,693.800000000003,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF41593"
"10",1707991709825,"15/02/2024 10:08:29",1707991709825,0,"15/02/2024 10:08:29",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",9708.20000000009,9703.4,9708.20000000009,9708.20000000009,9703.4,9708.20000000009,1,9708.20000000009,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF41593"
"11",1707991709825,"15/02/2024 10:08:29",1707991709825,0,"15/02/2024 10:08:29",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",3977.5,9703.4,9708.6,3977.5,9703.4,9708.6,1,3977.5,5731.1,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF41593"
"12",1707991709825,"15/02/2024 10:08:29",1707991709825,0,"15/02/2024 10:08:29",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",5085.3,9703.4,9709.1,5085.3,9703.4,9709.1,1,5085.3,4623.8,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF41593"
"13",1707991709826,"15/02/2024 10:08:29",1707991709826,0,"15/02/2024 10:08:29",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",9022.8,9703.4,9709.4999999999,9022.8,9703.4,9709.4999999999,1,9022.8,686.69999999991,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF41593"
"14",1707991709829,"15/02/2024 10:08:29",1707991709829,0,"15/02/2024 10:08:29",163173,5,"questionnaire-uu2n",NA,35167820,10392283,NA,"complete",NA,"65cde243ec9cc1ea25fb3407","computer","Desktop or Laptop","Windows 10","Chrome 121.0.0.0","1920x1080","1920x929",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKAL",NA,"In",1,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF41593"
"1",1707991701668,"15/02/2024 10:08:21",1707991701668,0,"15/02/2024 10:08:21",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF79831"
"2",1707991727670,"15/02/2024 10:08:47",1707991727670,0,"15/02/2024 10:08:47",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",26023.0999996185,26008.4,26023.0999996185,26023.0999996185,26008.4,26023.0999996185,1,26023.0999996185,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF79831"
"3",1707991727672,"15/02/2024 10:08:47",1707991727672,0,"15/02/2024 10:08:47",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",10539.7,26008.4,26025.2,10539.7,26008.4,26025.2,1,10539.7,15485.5,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF79831"
"4",1707991727673,"15/02/2024 10:08:47",1707991727673,0,"15/02/2024 10:08:47",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",16417.4,26008.4,26025.2,16417.4,26008.4,26025.2,1,16417.4,9607.8,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF79831"
"5",1707991727673,"15/02/2024 10:08:47",1707991727673,0,"15/02/2024 10:08:47",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",24309.8,26008.4,26025.2,24309.8,26008.4,26025.2,1,24309.8,1715.4,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF79831"
"6",1707991750337,"15/02/2024 10:09:10",1707991750337,0,"15/02/2024 10:09:10",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",22686.0999992371,22678.4,22686.0999992371,22686.0999992371,22678.4,22686.0999992371,1,22686.0999992371,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF79831"
"7",1707991750339,"15/02/2024 10:09:10",1707991750339,0,"15/02/2024 10:09:10",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",10406.9,22678.4,22688.3999994278,10406.9,22678.4,22688.3999994278,1,10406.9,12281.4999994278,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF79831"
"8",1707991750340,"15/02/2024 10:09:10",1707991750340,0,"15/02/2024 10:09:10",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","2",15801.6,22678.4,22688.8,15801.6,22678.4,22688.8,1,15801.6,6887.2,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF79831"
"9",1707991750340,"15/02/2024 10:09:10",1707991750340,0,"15/02/2024 10:09:10",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",21762.6,22678.4,22689.3,21762.6,22678.4,22689.3,1,21762.6,926.699999999997,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF79831"
"10",1707991763187,"15/02/2024 10:09:23",1707991763187,0,"15/02/2024 10:09:23",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",12858.0999998093,12854.5,12858.0999998093,12858.0999998093,12854.5,12858.0999998093,1,12858.0999998093,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF79831"
"11",1707991763189,"15/02/2024 10:09:23",1707991763189,0,"15/02/2024 10:09:23",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",5628,12854.5,12860.2999996185,5628,12854.5,12860.2999996185,1,5628,7232.29999961853,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF79831"
"12",1707991763190,"15/02/2024 10:09:23",1707991763190,0,"15/02/2024 10:09:23",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",9507.7,12854.5,12860.6999992371,9507.7,12854.5,12860.6999992371,1,9507.7,3352.99999923706,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF79831"
"13",1707991763190,"15/02/2024 10:09:23",1707991763190,0,"15/02/2024 10:09:23",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",12105.2,12854.5,12861.1999992371,12105.2,12854.5,12861.1999992371,1,12105.2,755.999999237058,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF79831"
"14",1707991763195,"15/02/2024 10:09:23",1707991763195,0,"15/02/2024 10:09:23",163173,5,"questionnaire-uu2n",NA,35167848,10392237,NA,"complete",NA,"65cde1391b226940b7953913","computer","Desktop or Laptop","Windows 10","Chrome 120.0.0.0","1536x864","1536x695",NA,NA,0,"BIQ (Charlotte)",2,"In","CDBEAFLGKHJI",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF79831"
"1",1707991857760,"15/02/2024 10:10:57",1707991857760,0,"15/02/2024 10:10:57",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF99282"
"2",1707991899254,"15/02/2024 10:11:39",1707991899254,0,"15/02/2024 10:11:39",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",41498.8999999998,41466,41498.8999999998,41498.8999999998,41466,41498.8999999998,1,41498.8999999998,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"MDPRF99282"
"3",1707991899256,"15/02/2024 10:11:39",1707991899256,0,"15/02/2024 10:11:39",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",17066.4,41466,41499.3,17066.4,41466,41499.3,1,17066.4,24432.9,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"MDPRF99282"
"4",1707991899256,"15/02/2024 10:11:39",1707991899256,0,"15/02/2024 10:11:39",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",28466.3,41466,41499.3,28466.3,41466,41499.3,1,28466.3,13033,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"MDPRF99282"
"5",1707991899257,"15/02/2024 10:11:39",1707991899257,0,"15/02/2024 10:11:39",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","2",36165.5,41466,41499.3,36165.5,41466,41499.3,1,36165.5,5333.8,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"MDPRF99282"
"6",1707991935626,"15/02/2024 10:12:15",1707991935626,0,"15/02/2024 10:12:15",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",36412.3999999998,36399.5,36412.3999999998,36412.3999999998,36399.5,36412.3999999998,1,36412.3999999998,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"MDPRF99282"
"7",1707991935629,"15/02/2024 10:12:15",1707991935629,0,"15/02/2024 10:12:15",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",11333,36399.5,36415.7000000006,11333,36399.5,36415.7000000006,1,11333,25082.7000000006,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"MDPRF99282"
"8",1707991935630,"15/02/2024 10:12:15",1707991935630,0,"15/02/2024 10:12:15",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",30566,36399.5,36416.3999999998,30566,36399.5,36416.3999999998,1,30566,5850.39999999982,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"MDPRF99282"
"9",1707991935631,"15/02/2024 10:12:15",1707991935631,0,"15/02/2024 10:12:15",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",35765.3,36399.5,36417.0000000004,35765.3,36399.5,36417.0000000004,1,35765.3,651.700000000375,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"MDPRF99282"
"10",1707991950588,"15/02/2024 10:12:30",1707991950588,0,"15/02/2024 10:12:30",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",14974.7000000006,14965.4,14974.7000000006,14974.7000000006,14965.4,14974.7000000006,1,14974.7000000006,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"MDPRF99282"
"11",1707991950593,"15/02/2024 10:12:30",1707991950593,0,"15/02/2024 10:12:30",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",4366.70000000001,14965.4,14979.6,4366.70000000001,14965.4,14979.6,1,4366.70000000001,10612.9,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"MDPRF99282"
"12",1707991950594,"15/02/2024 10:12:30",1707991950594,0,"15/02/2024 10:12:30",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","0",9833.20000000001,14965.4,14980.5000000004,9833.20000000001,14965.4,14980.5000000004,1,9833.20000000001,5147.30000000037,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"MDPRF99282"
"13",1707991950594,"15/02/2024 10:12:30",1707991950594,0,"15/02/2024 10:12:30",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",13233.2,14965.4,14981.2000000006,13233.2,14965.4,14981.2000000006,1,13233.2,1748.00000000055,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"MDPRF99282"
"14",1707991950602,"15/02/2024 10:12:30",1707991950602,0,"15/02/2024 10:12:30",163173,5,"questionnaire-uu2n",NA,35167935,10392261,NA,"complete",NA,"65cde156c44009fa1760869d","computer","Desktop or Laptop","Mac OS 10.15.7","Chrome 121.0.0.0","1440x900","1440x672",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHLIKJ",NA,"In",3,"Spreadsheet1","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"MDPRF99282"
