"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","randomiser.a4zk","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1695827686819,"27/09/2023 15:14:46",1695813286819,-4,"27/09/2023 07:14:46",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","0",113690.766,139773.056,139789.722,113690.766,139773.056,139789.722,1,113690.766,26098.956,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT16300"
"13",1695827686820,"27/09/2023 15:14:46",1695813286820,-4,"27/09/2023 07:14:46",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","8",120240.504,139773.056,139789.722,120240.504,139773.056,139789.722,1,120240.504,19549.218,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT16300"
"14",1695827686822,"27/09/2023 15:14:46",1695813286822,-4,"27/09/2023 07:14:46",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",123657.034,139773.056,139789.722,123657.034,139773.056,139789.722,1,123657.034,16132.688,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT16300"
"15",1695827724896,"27/09/2023 15:15:24",1695813324896,-4,"27/09/2023 07:15:24",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",38115.142,38098.476,38115.142,38115.142,38098.476,38115.142,1,38115.142,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT16300"
"16",1695827724899,"27/09/2023 15:15:24",1695813324899,-4,"27/09/2023 07:15:24",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","1",5583.10999999999,38098.476,38115.142,5583.10999999999,38098.476,38115.142,1,5583.10999999999,32532.032,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT16300"
"17",1695827724900,"27/09/2023 15:15:24",1695813324900,-4,"27/09/2023 07:15:24",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",9649.614,38098.476,38115.142,9649.614,38098.476,38115.142,1,9649.614,28465.528,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT16300"
"18",1695827724900,"27/09/2023 15:15:24",1695813324900,-4,"27/09/2023 07:15:24",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",12099.516,38098.476,38115.142,12099.516,38098.476,38115.142,1,12099.516,26015.626,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT16300"
"19",1695827757072,"27/09/2023 15:15:57",1695813357072,-4,"27/09/2023 07:15:57",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",32193.468,32182.046,32193.468,32193.468,32182.046,32193.468,1,32193.468,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT16300"
"20",1695827757075,"27/09/2023 15:15:57",1695813357075,-4,"27/09/2023 07:15:57",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",6066.424,32182.046,32195.468,6066.424,32182.046,32195.468,1,6066.424,26129.044,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT16300"
"21",1695827757075,"27/09/2023 15:15:57",1695813357075,-4,"27/09/2023 07:15:57",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",18482.594,32182.046,32196.468,18482.594,32182.046,32196.468,1,18482.594,13713.874,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT16300"
"22",1695827757076,"27/09/2023 15:15:57",1695813357076,-4,"27/09/2023 07:15:57",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","3",24749.01,32182.046,32197.468,24749.01,32182.046,32197.468,1,24749.01,7448.45800000001,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT16300"
"23",1695827757080,"27/09/2023 15:15:57",1695813357080,-4,"27/09/2023 07:15:57",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT16300"
"24",1695827767219,"27/09/2023 15:16:07",1695813367219,-4,"27/09/2023 07:16:07",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",115545.378,115528.712,115545.378,115545.378,115528.712,115545.378,1,115545.378,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT16300"
"25",1695827767222,"27/09/2023 15:16:07",1695813367222,-4,"27/09/2023 07:16:07",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","1",110212.258,115528.712,115545.378,110212.258,115528.712,115545.378,1,110212.258,5333.12000000005,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT16300"
"26",1695827767222,"27/09/2023 15:16:07",1695813367222,-4,"27/09/2023 07:16:07",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",111812.194,115528.712,115545.378,111812.194,115528.712,115545.378,1,111812.194,3733.18400000007,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT16300"
"27",1695827767222,"27/09/2023 15:16:07",1695813367222,-4,"27/09/2023 07:16:07",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","2",114378.758,115528.712,115545.378,114378.758,115528.712,115545.378,1,114378.758,1166.62000000005,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT16300"
"28",1695827767228,"27/09/2023 15:16:07",1695813367228,-4,"27/09/2023 07:16:07",144339,3,"questionnaire-uu2n",NA,31899271,9432626,NA,"complete","xoiadw","3OSWBBLG1KWGFH1OXL9GEKZAYKKXDZ","computer","Desktop or Laptop","Windows 10","Chrome 117.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","DECFBGAHKIJ",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT16300"
"1",1695841968222,"27/09/2023 19:12:48",1695827568222,-4,"27/09/2023 11:12:48",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT05723"
"2",1695841984822,"27/09/2023 19:13:04",1695827584822,-4,"27/09/2023 11:13:04",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",16612.5,16593.75,16612.5,16612.5,16593.75,16612.5,1,16612.5,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT05723"
"3",1695841984825,"27/09/2023 19:13:04",1695827584825,-4,"27/09/2023 11:13:04",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",12031.25,16593.75,16620.5,12031.25,16593.75,16620.5,1,12031.25,4589.25,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT05723"
"4",1695841984825,"27/09/2023 19:13:04",1695827584825,-4,"27/09/2023 11:13:04",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",13000,16593.75,16620.5,13000,16593.75,16620.5,1,13000,3620.5,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT05723"
"5",1695841984826,"27/09/2023 19:13:04",1695827584826,-4,"27/09/2023 11:13:04",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",14031.25,16593.75,16621.5,14031.25,16593.75,16621.5,1,14031.25,2590.25,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT05723"
"6",1695841989504,"27/09/2023 19:13:09",1695827589504,-4,"27/09/2023 11:13:09",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",4704.75,4687.5,4704.75,4704.75,4687.5,4704.75,1,4704.75,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT05723"
"7",1695841989504,"27/09/2023 19:13:09",1695827589504,-4,"27/09/2023 11:13:09",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",2250,4687.5,4705.75,2250,4687.5,4705.75,1,2250,2455.75,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT05723"
"8",1695841989505,"27/09/2023 19:13:09",1695827589505,-4,"27/09/2023 11:13:09",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",2906.25,4687.5,4706.75,2906.25,4687.5,4706.75,1,2906.25,1800.5,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT05723"
"9",1695841989505,"27/09/2023 19:13:09",1695827589505,-4,"27/09/2023 11:13:09",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",3687.5,4687.5,4706.75,3687.5,4687.5,4706.75,1,3687.5,1019.25,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT05723"
"10",1695841989542,"27/09/2023 19:13:09",1695827589542,-4,"27/09/2023 11:13:09",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",56.25,31.25,56.25,56.25,31.25,56.25,1,56.25,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT05723"
"11",1695841994193,"27/09/2023 19:13:14",1695827594193,-4,"27/09/2023 11:13:14",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4707.25,4687.5,4707.25,4707.25,4687.5,4707.25,1,4707.25,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT05723"
"12",1695841994194,"27/09/2023 19:13:14",1695827594194,-4,"27/09/2023 11:13:14",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","8",3312.5,4687.5,4708.25,3312.5,4687.5,4708.25,1,3312.5,1395.75,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT05723"
"13",1695841994195,"27/09/2023 19:13:14",1695827594195,-4,"27/09/2023 11:13:14",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",2625,4687.5,4709.25,2625,4687.5,4709.25,1,2625,2084.25,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT05723"
"14",1695841994195,"27/09/2023 19:13:14",1695827594195,-4,"27/09/2023 11:13:14",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",1593.75,4687.5,4709.25,1593.75,4687.5,4709.25,1,1593.75,3115.5,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT05723"
"15",1695841994198,"27/09/2023 19:13:14",1695827594198,-4,"27/09/2023 11:13:14",144339,3,"questionnaire-uu2n",NA,31899311,9432639,NA,"complete","kkywyd","3BXQMRHWK5XR27D659XWD3N0DGVMUE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","EFDGCHBIAJK",NA,"LH","Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT05723"
"1",1695827857228,"27/09/2023 15:17:37",1695813457228,-4,"27/09/2023 07:17:37",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT54273"
"2",1695830644630,"27/09/2023 16:04:04",1695816244630,-4,"27/09/2023 08:04:04",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",2787339.2670001,2787334.261,2787339.2670001,2787339.2670001,2787334.261,2787339.2670001,1,2787339.2670001,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT54273"
"3",1695830644633,"27/09/2023 16:04:04",1695816244633,-4,"27/09/2023 08:04:04",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",2778933.382,2787334.261,2787349.367,2778933.382,2787334.261,2787349.367,1,2778933.382,8415.98499999987,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT54273"
"4",1695830644634,"27/09/2023 16:04:04",1695816244634,-4,"27/09/2023 08:04:04",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",2786566.809,2787334.261,2787349.9669999,2786566.809,2787334.261,2787349.9669999,1,2786566.809,783.157999904826,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT54273"
"5",1695830644634,"27/09/2023 16:04:04",1695816244634,-4,"27/09/2023 08:04:04",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2787052.689,2787334.261,2787350.2670001,2787052.689,2787334.261,2787350.2670001,1,2787052.689,297.578000095207,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT54273"
"6",1695830653927,"27/09/2023 16:04:13",1695816253927,-4,"27/09/2023 08:04:13",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",9308.50600009551,9294.52400000021,9308.50600009551,9308.50600009551,9294.52400000021,9308.50600009551,1,9308.50600009551,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT54273"
"7",1695830653927,"27/09/2023 16:04:13",1695816253927,-4,"27/09/2023 08:04:13",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","8",5171.04900000012,9294.52400000021,9309.00600009551,5171.04900000012,9294.52400000021,9309.00600009551,1,5171.04900000012,4137.9570000954,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT54273"
"8",1695830653928,"27/09/2023 16:04:13",1695816253928,-4,"27/09/2023 08:04:13",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",5745.31000000006,9294.52400000021,9309.50600009551,5745.31000000006,9294.52400000021,9309.50600009551,1,5745.31000000006,3564.19600009546,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT54273"
"9",1695830653928,"27/09/2023 16:04:13",1695816253928,-4,"27/09/2023 08:04:13",144339,3,"questionnaire-uu2n",NA,31899528,9432718,NA,"complete","gzpprf","3TDXMTX3CHTK4DXEOC115423TLUI6T","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","FGEHDICJBKA",NA,"HL","Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",6484.17599999998,9294.52400000021,9310.00600009551,6484.17599999998,9294.52400000021,9310.00600009551,1,6484.17599999998,2825.83000009554,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT54273"
