"Event.Index","UTC.Timestamp","UTC.Date.and.Time","Local.Timestamp","Local.Timezone","Local.Date.and.Time","Experiment.ID","Experiment.Version","Tree.Node.Key","Repeat.Key","Schedule.ID","Participant.Private.ID","Participant.Starting.Group","Participant.Status","Participant.Completion.Code","Participant.External.Session.ID","Participant.Device.Type","Participant.Device","Participant.OS","Participant.Browser","Participant.Monitor.Size","Participant.Viewport.Size","Checkpoint","Room.ID","Room.Order","Task.Name","Task.Version","branch.hkzp","order.ot79","branch.mcuq","Spreadsheet","Trial.Number","Display","Screen","Screen.ID","Screen.Counter","Response.Type","Response","Onset.Time","Clock.Time","Reaction.Time","Absolute.Onset.Time","Absolute.Clock.Time","Absolute.Reaction.Time","Correct","Response.Onset","Response.Duration","Proportion","Tag","Component.Name","Object.Name","Object.Number","Object.ID","Spreadsheet..display","Manipulation..Spreadsheet","Random_ID"
"12",1695070162462,"18/09/2023 20:49:22",1695055762462,-4,"18/09/2023 12:49:22",142342,3,"questionnaire-uu2n",NA,31723302,9376826,NA,"complete","utggxc","3ERET4BTVS8YSRP0MMPP2U8IA11K9C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",5869.116,7232.571,7247.46899998808,5869.116,7232.571,7247.46899998808,1,5869.116,1378.35299998808,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT62848"
"13",1695070162462,"18/09/2023 20:49:22",1695055762462,-4,"18/09/2023 12:49:22",142342,3,"questionnaire-uu2n",NA,31723302,9376826,NA,"complete","utggxc","3ERET4BTVS8YSRP0MMPP2U8IA11K9C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",6386.581,7232.571,7248.269,6386.581,7232.571,7248.269,1,6386.581,861.687999999998,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT62848"
"14",1695070162465,"18/09/2023 20:49:22",1695055762465,-4,"18/09/2023 12:49:22",142342,3,"questionnaire-uu2n",NA,31723302,9376826,NA,"complete","utggxc","3ERET4BTVS8YSRP0MMPP2U8IA11K9C","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","IJHKGAFBECD",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT62848"
"1",1695071204621,"18/09/2023 21:06:44",1695056804621,-4,"18/09/2023 13:06:44",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT36338"
"2",1695071214536,"18/09/2023 21:06:54",1695056814536,-4,"18/09/2023 13:06:54",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",9941.98600004768,9933.298,9941.98600004768,9941.98600004768,9933.298,9941.98600004768,1,9941.98600004768,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT36338"
"3",1695071214538,"18/09/2023 21:06:54",1695056814538,-4,"18/09/2023 13:06:54",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3612.934,9933.298,9944.58599995232,3612.934,9933.298,9944.58599995232,1,3612.934,6331.65199995232,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT36338"
"4",1695071214538,"18/09/2023 21:06:54",1695056814538,-4,"18/09/2023 13:06:54",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",4423.072,9933.298,9945.286,4423.072,9933.298,9945.286,1,4423.072,5522.214,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT36338"
"5",1695071214539,"18/09/2023 21:06:54",1695056814539,-4,"18/09/2023 13:06:54",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",6351.233,9933.298,9945.786,6351.233,9933.298,9945.786,1,6351.233,3594.553,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT36338"
"6",1695071249638,"18/09/2023 21:07:29",1695056849638,-4,"18/09/2023 13:07:29",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",35110.8880000954,35104.91,35110.8880000954,35110.8880000954,35104.91,35110.8880000954,1,35110.8880000954,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT36338"
"7",1695071249642,"18/09/2023 21:07:29",1695056849642,-4,"18/09/2023 13:07:29",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",33090.55,35104.91,35115.2879999523,33090.55,35104.91,35115.2879999523,1,33090.55,2024.73799995232,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT36338"
"8",1695071249642,"18/09/2023 21:07:29",1695056849642,-4,"18/09/2023 13:07:29",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",33588.71,35104.91,35115.7879999523,33588.71,35104.91,35115.7879999523,1,33588.71,1527.07799995231,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT36338"
"9",1695071249643,"18/09/2023 21:07:29",1695056849643,-4,"18/09/2023 13:07:29",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",34372.849,35104.91,35116.2879999523,34372.849,35104.91,35116.2879999523,1,34372.849,743.438999952319,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT36338"
"10",1695071254440,"18/09/2023 21:07:34",1695056854440,-4,"18/09/2023 13:07:34",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",4808.17799990463,4791.756,4808.17799990463,4808.17799990463,4791.756,4808.17799990463,1,4808.17799990463,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT36338"
"11",1695071254441,"18/09/2023 21:07:34",1695056854441,-4,"18/09/2023 13:07:34",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3051.424,4791.756,4808.422,3051.424,4791.756,4808.422,1,3051.424,1756.998,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT36338"
"12",1695071254442,"18/09/2023 21:07:34",1695056854442,-4,"18/09/2023 13:07:34",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",3466.195,4791.756,4808.422,3466.195,4791.756,4808.422,1,3466.195,1342.227,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT36338"
"13",1695071254443,"18/09/2023 21:07:34",1695056854443,-4,"18/09/2023 13:07:34",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",3981.055,4791.756,4808.422,3981.055,4791.756,4808.422,1,3981.055,827.366999999998,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT36338"
"14",1695071254447,"18/09/2023 21:07:34",1695056854447,-4,"18/09/2023 13:07:34",142342,3,"questionnaire-uu2n",NA,31723461,9376926,NA,"complete","qopsaj","34X6J5FLPZX99604L30ZNAYU5C6QJ6","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","KAJBICHDGEF",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT36338"
"1",1695071323772,"18/09/2023 21:08:43",1695056923772,-4,"18/09/2023 13:08:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT72992"
"2",1695071361273,"18/09/2023 21:09:21",1695056961273,-4,"18/09/2023 13:09:21",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",37529.381,37523.825,37529.381,37529.381,37523.825,37529.381,1,37529.381,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT72992"
"3",1695071361275,"18/09/2023 21:09:21",1695056961275,-4,"18/09/2023 13:09:21",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",31556.99,37523.825,37531.9810000238,31556.99,37523.825,37531.9810000238,1,31556.99,5974.99100002385,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT72992"
"4",1695071361275,"18/09/2023 21:09:21",1695056961275,-4,"18/09/2023 13:09:21",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","5",30707.133,37523.825,37532.2809999762,30707.133,37523.825,37532.2809999762,1,30707.133,6825.14799997616,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT72992"
"5",1695071361276,"18/09/2023 21:09:21",1695056961276,-4,"18/09/2023 13:09:21",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","4",32640.657,37523.825,37532.5809999285,32640.657,37523.825,37532.5809999285,1,32640.657,4891.92399992848,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT72992"
"6",1695071380683,"18/09/2023 21:09:40",1695056980683,-4,"18/09/2023 13:09:40",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",19414.8559999523,19404.046,19414.8559999523,19414.8559999523,19404.046,19414.8559999523,1,19414.8559999523,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT72992"
"7",1695071380685,"18/09/2023 21:09:40",1695056980685,-4,"18/09/2023 13:09:40",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",17510.551,19404.046,19417.1560000238,17510.551,19404.046,19417.1560000238,1,17510.551,1906.60500002384,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT72992"
"8",1695071380685,"18/09/2023 21:09:40",1695056980685,-4,"18/09/2023 13:09:40",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",18155.915,19404.046,19417.556,18155.915,19404.046,19417.556,1,18155.915,1261.641,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT72992"
"9",1695071380686,"18/09/2023 21:09:40",1695056980686,-4,"18/09/2023 13:09:40",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","5",18769.98,19404.046,19418.1560000238,18769.98,19404.046,19418.1560000238,1,18769.98,648.176000023843,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT72992"
"10",1695071383893,"18/09/2023 21:09:43",1695056983893,-4,"18/09/2023 13:09:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3221.40999997616,3209.75,3221.40999997616,3221.40999997616,3209.75,3221.40999997616,1,3221.40999997616,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT72992"
"11",1695071383894,"18/09/2023 21:09:43",1695056983894,-4,"18/09/2023 13:09:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",1514.16,3209.75,3222.11000002384,1514.16,3209.75,3222.11000002384,1,1514.16,1707.95000002384,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT72992"
"12",1695071383894,"18/09/2023 21:09:43",1695056983894,-4,"18/09/2023 13:09:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",1993.707,3209.75,3222.61000002384,1993.707,3209.75,3222.61000002384,1,1993.707,1228.90300002384,0,NA,"Rating Scale","Rating Scale",9,"object-60","BIQ",NA,"SUPAMT72992"
"13",1695071383894,"18/09/2023 21:09:43",1695056983894,-4,"18/09/2023 13:09:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","6",2556.649,3209.75,3222.90999997616,2556.649,3209.75,3222.90999997616,1,2556.649,666.260999976155,0,NA,"Rating Scale","Rating Scale",16,"object-67","BIQ",NA,"SUPAMT72992"
"14",1695071383896,"18/09/2023 21:09:43",1695056983896,-4,"18/09/2023 13:09:43",142342,3,"questionnaire-uu2n",NA,31723517,9376935,NA,"complete","vvujrb","3TXMY6UCAKNM1SUYBBJD06LZE6SQCE","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1366x768","1366x619",NA,NA,0,"BIQ (Charlotte)",2,"In","JKIAHBGCFDE",NA,"Spreadsheet1",NA,"","","",NA,"5","END",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT72992"
"1",1695071198619,"18/09/2023 21:06:38",1695056798619,-4,"18/09/2023 13:06:38",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",NA,"","","",NA,"5","BEGIN",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"","",NA,"","",NA,"SUPAMT06078"
"2",1695071205911,"18/09/2023 21:06:45",1695056805911,-4,"18/09/2023 13:06:45",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"continue","",7305.17500004768,7291.95,7305.17500004768,7305.17500004768,7291.95,7305.17500004768,1,7305.17500004768,0,0,NA,"Click To Continue","Continue Button",23,"object-48","BIQ",NA,"SUPAMT06078"
"3",1695071205912,"18/09/2023 21:06:45",1695056805912,-4,"18/09/2023 13:06:45",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",2480.237,7291.95,7307.67500004768,2480.237,7291.95,7307.67500004768,1,2480.237,4827.43800004768,0,NA,"Rating Scale","Rating Scale",3,"object-5","BIQ",NA,"SUPAMT06078"
"4",1695071205913,"18/09/2023 21:06:45",1695056805913,-4,"18/09/2023 13:06:45",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","7",3151.228,7291.95,7308.27500007153,3151.228,7291.95,7308.27500007153,1,3151.228,4157.04700007153,0,NA,"Rating Scale","Rating Scale",10,"object-18","BIQ",NA,"SUPAMT06078"
"5",1695071205913,"18/09/2023 21:06:45",1695056805913,-4,"18/09/2023 13:06:45",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 1","9dh6eq",1,"response","6",3761.761,7291.95,7308.616,3761.761,7291.95,7308.616,1,3761.761,3546.855,0,NA,"Rating Scale","Rating Scale",17,"object-80","BIQ",NA,"SUPAMT06078"
"6",1695071209185,"18/09/2023 21:06:49",1695056809185,-4,"18/09/2023 13:06:49",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"continue","",3284.974,3268.308,3284.974,3284.974,3268.308,3284.974,1,3284.974,0,0,NA,"Click To Continue","Continue Button",22,"object-50","BIQ",NA,"SUPAMT06078"
"7",1695071209189,"18/09/2023 21:06:49",1695056809189,-4,"18/09/2023 13:06:49",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",1540.185,3268.308,3284.974,1540.185,3268.308,3284.974,1,1540.185,1744.789,0,NA,"Rating Scale","Rating Scale",2,"object-259","BIQ",NA,"SUPAMT06078"
"8",1695071209190,"18/09/2023 21:06:49",1695056809190,-4,"18/09/2023 13:06:49",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","7",2135.99,3268.308,3284.974,2135.99,3268.308,3284.974,1,2135.99,1148.984,0,NA,"Rating Scale","Rating Scale",9,"object-36","BIQ",NA,"SUPAMT06078"
"9",1695071209191,"18/09/2023 21:06:49",1695056809191,-4,"18/09/2023 13:06:49",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 2","o21mwi",2,"response","6",2658.241,3268.308,3284.974,2658.241,3268.308,3284.974,1,2658.241,626.732999999998,0,NA,"Rating Scale","Rating Scale",16,"object-86","BIQ",NA,"SUPAMT06078"
"10",1695071212412,"18/09/2023 21:06:52",1695056812412,-4,"18/09/2023 13:06:52",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"continue","",3247.01700007153,3242.331,3247.01700007153,3247.01700007153,3242.331,3247.01700007153,1,3247.01700007153,0,0,NA,"Click To Continue","Continue Button",22,"object-73","BIQ",NA,"SUPAMT06078"
"11",1695071212413,"18/09/2023 21:06:52",1695056812413,-4,"18/09/2023 13:06:52",142342,3,"questionnaire-uu2n",NA,31723572,9377006,NA,"complete","wimqes","39ASUFLU636L7NFOTGK0K2HVX7WXEO","computer","Desktop or Laptop","Windows 10","Chrome 116.0.0.0","1280x1024","1280x875",NA,NA,0,"BIQ (Charlotte)",2,"In","ABKCJDIEHFG",NA,"Spreadsheet1",1,"BIQ","Screen 3","iz3the",3,"response","7",1849.984,3242.331,3247.717,1849.984,3242.331,3247.717,1,1849.984,1397.733,0,NA,"Rating Scale","Rating Scale",2,"object-53","BIQ",NA,"SUPAMT06078"
